# ['Data file recorded 2013/7/10  23:55:5']
# ['%  keyboard_telem with hall effect ']
# ['%  motorgains    = [400, 0, 400, 0, 0, 400, 0, 400, 0, 0]']
# ['%  delta         = [16384, 16384, 16384, 16384]']
# ['%  intervals     = [35, 35, 15, 15]']
# ['% Columns: ']
# ['% seq | time | LPos| RPos | LPWM | RPWM | GyroX | GryoY | GryoZ | GryoZAvg | AX | AY | AZ | LEMF | REMF | BAT | Steer']
603 -18.63  22.43  -2047  -1670    -4   598   230     5  4197  -567   775    -6    -1   927  
606 -18.66  22.43  -2197  -1748    -4   598   230    -4  4197  -567   775     1     2   927  
610 -18.65  22.43  -1974  -1621    63   696   264    11  4130  -166   663    -8    -3   927  
613 -18.63  22.43  -2396  -1547    63   696   264    26  4130  -166   663     8    -6   927  
616 -18.63  22.43  -2396  -1546    87   990   127    38  4017    70    90     8    -6   927  
620 -18.63  22.43  -2196  -1670    87   990   127    63  4017    70    90     0    -1   927  
623 -18.63  22.43  -2049  -1872   109   805  -152    80  4083  -185    -4    -6     7   927  
626 -18.63  22.43  -2272  -1646   109   805  -152    86  4083  -185    -4     3    -2   927  
630 -18.63  22.43  -2072  -1522   109   805  -152    91  4083  -185    -4    -5    -7   927  
633 -18.63  22.43  -1996  -1872   108   644  -312    92  4122  -632    -2    -8     7   927  
636 -18.63  22.43  -1997  -1872   108   644  -312    85  4122  -632    -2    -8     7   926  
640 -18.63  22.43  -2397  -1723    79   462  -224    81  4151  -946   -17     8     1   927  
643 -18.66  22.43  -2372  -1546    79   462  -224    57  4151  -946   -17     8    -6   927  
646 -18.63  22.43  -2246  -1872    79   462  -224    33  4151  -946   -17     2     7   926  
650 -18.63  22.43  -2322  -1571    32   310    23     8  3997  -671  -206     5    -5   927  
653 -18.63  22.43  -2095  -1722    32   310    23   -16  3997  -671  -206    -4     1   927  
656 -18.63  22.43  -2147  -1873    -2    93   173   -37  4087  -326  -244    -2     7   927  
660 -18.63  22.43  -2123  -1672    -2    93   173   -45  4087  -326  -244    -3    -1   927  
663 -18.63  22.43  -2396  -1522   -29  -169   115   -55  4082  -246  -152     8    -7   927  
666 -18.63  22.43  -2198  -1524   -29  -169   115   -52  4082  -246  -152     0    -7   927  
670 -18.63  22.43  -2298  -1871   -29  -169   115   -50  4082  -246  -152     4     7   927  
673 -18.63  22.43  -2421  -1872   -50  -396    -1   -50  4063  -438    88     9     7   927  
676 -18.66  22.43  -2347  -1697   -50  -396    -1   -40  4063  -438    88     7     0   927  
680 -18.63  22.43  -2397  -1746   -57  -522   -19   -29  4076  -646   292     8     2   927  
683 -18.63  22.43  -2397  -1622   -57  -522   -19   -19  4076  -646   292     8    -3   927  
686 -18.63  22.43  -2396  -1599   -57  -522   -19    -8  4076  -646   292     8    -4   927  
690 -18.63  22.43  -2397  -1797   -69  -533    71     0  4053  -592   385     8     4   927  
693 -18.63  22.43  -2397  -1623   -69  -533    71     9  4053  -592   385     8    -3   927  
696 -18.63  22.43  -2371  -1597   -79  -490   151    21  4027  -375   561     7    -4   927  
700 -18.63  22.43  -2395  -1872   -79  -490   151    26  4027  -375   561     8     7   927  
703 -18.63  22.43  -1971  -1797   -64  -431   108    29  4045  -236   676    -9     4   927  
706 -18.63  22.43  -2074  -1622   -64  -431   108    25  4045  -236   676    -5    -3   927  
710 -18.63  22.43  -2298  -1672   -64  -431   108    22  4045  -236   676     4    -1   927  
713 -18.63  22.43  -2348  -1521   -28  -249     3    14  4014  -297   668     6    -7   927  
716 -18.63  22.43  -2070  -1547   -28  -249     3     6  4014  -297   668    -5    -6   927  
720 -18.63  22.43  -1998  -1622     3  -105  -100    -4  4038  -464   647    -8    -3   927  
723 -18.63  22.43  -2396  -1520     3  -105  -100   -11  4038  -464   647     8    -7   927  
726 -18.63  22.43  -2071  -1574     3  -105  -100   -18  4038  -464   647    -5    -5   927  
730 -18.63  22.43  -2397  -1696    24    48  -109   -17  4029  -599   586     8     0   927  
733 -18.63  22.43  -2097  -1799    24    48  -109   -16  4029  -599   586    -4     4   927  
736 -18.63  22.43  -2147  -1847    31   173   -43   -12  4097  -554   441    -2     6   927  
